sales_name	gstin
MICRO SUPREME AUTO IND INDIA PVT LTD	27AAECM4242K1ZD
MICRO TECH CNC PVT LTD	33AABCM1632J1ZT
MICRO-TECH CNC PVT LTD (UNIT-1)	33AABCM1632J1ZT
MICRO TECH INDUCTIONS IND PVT LTD	27AAECM5498B1ZC
MICROTECH INDUCTIONS PVT LTD	27AAECM5498B1ZC
MICROTECH SPLINE GAUGES PVT LTD	27AAGCM3101P1ZD
MICROTEK TANGENT POWAER P LTD	02AAOCM8953F1Z8
MICROTORR VACUUM SYSTEMS PVT LTD	36AABCM5517A1ZY
MICRO TRAMSMISSION SYSTEM SLAUGHTERHOUE	03AACFM9230E1ZQ
MICRO TURNERS	05AABFM1796J1Z5
MICRO TURNERS BINOLA DELHI JAIPUR	06AABFM1796J1Z3
MICROWIN LABS P LTD	03AAGCM1666F1ZQ
MICSON CORPORATION	24ACDPB4101G1ZJ
MICURE PHARMACEUTICALS	36ABJFM4074C1ZC
MIDAS ARCHITECTURAL SYSTEM LLP	27ABFFM5223R1ZR
MIDAS BIOTEK PVT LTD	36AADCM4625P1Z2
MIDAS BOTTLING P LTD	21AABCZ3051G1ZR
MIDAS EASTERN MACHINE TOOLS PVT LTD	27AADCM9220G1ZJ
MIDAS ELECTRONICS PVT LTD	09AAGCM4426M1Z3
MIDASPIRE SOLUTIONS PRIVATE LIMITED	29AAKCM9261E1Z3
MIDAS POLY PACK PVT LTD	09AAICM3805G1ZH
MIDAS SAFETY PRODUCTS PVT LTD	33AAACF9805F2ZU
MIDCITY FOODS PVT LTD	23AAOCM1919M1Z5
MIDDLEBY INDIA ENG PVT LTD	29AAICM1957B1ZG
MIDDLEMIST PHARMACEUTICALS	33AAJCM8577C1ZA
MIDDLE MIST PHARMACEUTICALS PVT LTD	33AAJCM8577C1ZA
MIDMARK INDIA P LTD	24AACCM0219N1ZM
MIDMARK INDIA PVT LTD	24AACCM0219N1ZM
MIDWEST CORPORATION	09AFMPA8080K1Z2
MIGWELD WELDING WIRES	24ABCFM7824R1ZP
MIHIR ENTERPRISE	24AARFM2302E1ZO
M.I.INDUSTRIES PVT LTD	09AAFCM9785J1ZM
MIIRA ELECTRIC COMPANY	09ABKFM8152G1ZX
MIJO AUTO GAS PVT LTD	07AADCM2238C1ZX
MIJO FOOD PVT LTD	36AAMCM5420H1ZF
MIJU COMPONENTS PVT LTD	27AAECM0326J1ZM
MIKA ENGINEERS	27AAAFM2626G1ZK
MIKCARB INDIA LIMITED	06AALCM0441M1ZD
MIKCARB INDIA LTD.	06AALCM0441M1ZD
MIKCRAB INDIA P LTD	06AALCM0441M1ZD
MIKI STEEL WORKS PVT LTD	29AABCM3821D1ZS
MIKKRON AUTOS LIMITED	03AACCM1455C1Z5
MIKKU N YOKKO	33AEUPG9625D1ZD
MIKSAR FOOD PRIVET LIMITED	27AAMCM7884R1Z5
MIKSAR FOODS PRIVATE LIMITED	27AAMCM7884R1Z5
MIKSAR FOODS PVT LTD	27AAMCM7884R1Z5
MIKU AGENCIES	27AAAFM2750P1Z0
MIKU AGENCIES BARODA	24AAAFM3748H1ZF
MIKUNI INDIA PVT LTD	08AAFCM7409R1ZR
MIKU POLYMERS & PLASTICS LTD	07AAMCM4959K1ZR
MIKURA MICRO INDUSTRY	24ABFFM1749L1Z2
MILACRON INDIA P LTD	24AABCC0881D1Z6
MILACRON INDIA PVT LTD	24AABCC0881D1Z6
MILAN AGRO ENNG WORKS	10ABEFM5997K1ZW
MILAN HANDICRAFTSAND SPORTS	29AAMPD2379K1Z9
MILAN LABELS	36ABKFM0051E1ZM
MILAN LABORATORIES INDIA PVT LTD	27AADCM5148B1ZQ
MILAN MARKETING	33AQJPR7672N1Z0
MILAN PRODUCTS LLP	26ABJFM0128M1Z5
MILAN STORES	10AAHFM8599B1ZA
MILAN TRADERS	27AABPJ0995L1ZE
MILAN TRADING CO	27AABPJ0995L1ZE
MILANYA FOTTPRINTS PVT LTD	09AALCM1129L1Z6
MILCARE GENERICS	27ABIFM7132J1Z0
MILES INCORPORATION	03AAACK6603L1ZQ
MILESTONE BICYCLES	27AKPPK2942J1ZR
MILESTONE GEARS PRIVATE LIMITED	02AAACM9431E5ZT
MILESTONE GEARS PVT LTD	02AAACM9431E3ZV
MILESTONE GEARS PVT LTD	02AAACM9431E4ZU
MILESTONE INDISTRIES	08EHLPS5556K2ZF
MILESTONE LIFESCIENCES PVT LTD	23AAMCM9272H1Z4
MILESTONES SWITCHGEARS PVT LTD	06AAACM1262F1ZY
MI LIFESTYLE MARKETING GLOBAL PVT LTD	09AAGCR3125G1ZH
MILLENIA TECHNOLOGIES	27ABWPT1446J1ZX
MILLENIA TECHNOLOGIES (I) LLP	27ABLFM0213F1ZM
MILLENIUM ELECTRONICS	02AAPFM5940A2ZL
MILLENIUM INFRATECH PVT LTD	22AAFCM9577N1ZS
MILLENIUM INNOVATER EXHIBITION PVT LTD	06AANCM0885F1ZA
MILLENNIUM AUTOMATION PRIVATE LIMITED	07AAKCM8881G1ZX
MILLENNIUM BABY CARES P LTD	23AAMCM1521F1ZW
MILLENNIUM CHEMI PHARMA PVT LTD	29AAACN9844Q1ZI
MILLENNIUM HERBAL CARE LIMITED	27AACCM1117D1Z2
MILLENNIUM SEMICONDUCTORS INDIA PVT LTD	27AANCM6479K1ZL
MILLENNIUM TECNOTOOLS PVT LTD IMT MANESAR SEC 7 PLOT NO 10	06AAGCM1988A1ZL
MILLER &BAUER INTERNATIONAL	03AAWFM7436J1ZR
MILLIKEN CHEMICALS & TEXTILES (INDIA) COMPANY PVT LTD	29AAFCM3724R1ZT
MILLION TRADERS	33AHZPH5517M1ZR
MILLMAN ENGINEERING	07ABHFM2005M1ZB
MILLS & METALS CORPORATION	07AAAFM9921A1ZM
MILON GLASS HOUSE	19AAEFM4791Q1ZE
MILTEC EQUIPMENTS AND SYSTEMS PVT LTD	36AAOFM1684Q1ZE
MILTIPRINTS	24AAFFM8070K1Z2
MILTON PHARMA LLP	27ABGFM7320L1Z0
MIL TOP EXPORT	24AADFM2152J1ZJ
MIL VEHICLES & TECHNOLOGIES PVT LTD	29AAACM1567D1ZM
MILVIN MULTINATIONAL INCORPORATION	19AAEFM4827B1ZG
MIMEC ELECTRONICS PVT. LTD	20AABCM9682L1Z6
MI MOULDS	05ABMFM2930L1Z2
MIM PLASTICS	07ADEPR0408C1Z2
MINA INCORPORATION	29AAXFM2308J1ZR
MINAKSHI TRADER	21CKMPR4825E1Z6
MINAKSHI TRADERS	21CKMPR4825E1Z6
MINAR HYDROSYSTEM PVT LTD	27AACCM4674R1ZP
MINAR HYDROSYSTEMS PVT LTD	27AACCM4674R1ZP
MINARTECH DEVELOPERS	32AAICM2920Q1Z9
MIN CHEM INDIA	27AAAFM2717J1ZD
MINCO INDIA PVT LTD	30AAACM3301P1ZU
MINDA CORPORATION LIMITED	09AAACM0344C5ZX
MINDA CORPORATION LIMITED	29AAACM0344C3ZX
MINDA CORPORATION LIMITED (MURBAD)	27AAACM0344C3Z1
MINDA CORPORATION LIMITED (WIRING HARNESS DIVISION)	33AAACM0344C2Z9
MINDA CORPORATION LTD	05AAACM0344C1Z9
MINDA CORPORATION LTD	05AAACM0344C3Z7
MINDA CORPORATION LTD	06AAACM0344C3Z5
MINDA CORPORATION LTD	09AAACM0344C1Z1
MINDA CORPORATION LTD	09AAACM0344C4ZY
MINDA CORPORATION LTD	23AAACM0344C1ZB
MINDA CORPORATION LTD	27AAACM0344C1Z3
MINDA CORPORATION LTD	27AAACM0344C2Z2
MINDA CORPORATION LTD	27AAACM0344C3Z1
MINDA CORPORATION LTD	27AAACM0344C6ZY
MINDA CORPORATION LTD	33AAACM0344C2Z9
MINDA CORPORATION LTD.(PUNE)	27AAACM0344C1Z3
MINDA CORPORATION LTD(WIRING HARNESS DIVISION)	33AAACM0344C2Z9
MINDA INDUSTRIES LIMITED	05AAACM1152C3Z7
MINDA INDUSTRIES LIMITED	27AAACM1152C2Z2
MINDA INDUSTRIES LIMITED (JSR)	20AAACM1152C1ZH
MINDA INDUSTRIES LIMITED (PUNE)	27AAACM1152C8ZW
MINDA INDUSTRIES LIMITED( RINDER DIVISION)	33AAACM1152C6Z5
MINDA INDUSTRIES LTD	05AAACM1152C1Z9
MINDA INDUSTRIES LTD	06AAACM1152C4Z4
MINDA INDUSTRIES LTD	06AAACM1152CBZX
MINDA INDUSTRIES LTD	27AAACM1152C6ZY
MINDA INDUSTRIES LTD	33AAACM1152C5Z6
MINDA INDUSTRIES LTD (ACOUSTIC DIV)	05AAACM1152C2Z8
MINDA INDUSTRIES LTD ( ALLOY WHEEL DIVISION 2W)	27AAACM1152C6ZY
MINDA INDUSTRIES LTD ( RINDER DIV )	27AAACM1152C7ZX
MINDA INDUSTRIES LTD SEATING DIVISION	33AAACM1152C5Z6
MINDA INDUSTRIES LTD(SEATING DIVISION)	05AAACM1152C3Z7
MINDA INDUSTRIES LTD -TAMILNADU	33AAACM1152C3Z8
MINDA INFRASTRUCTURE LLP	03ABKFM5129M1Z1
MINDA KATOLEC ELECTRONICS	27AAKCM9673Q1ZA
MINDA NABTESCO AUTOMOTIVE P LTD	06AAICM4508Q1Z0
MINDA NABTESCO AUTOMOTIVE PVT LTD	06AAICM4508Q1Z0
MINDA NEBTESCO AUTO	06AAICM4508Q1Z0
MINDARIKA PVT LTD	06AAACM8583F1ZC
MINDARIKA PVT LTD	24AAACM8583F2ZD
MINDARIKA PVT LTD.	27AAACM8583F1Z8
MINDARIKA PVT LTD (CHENNAI)	33AAACM8583F1ZF
MINDA STONERIDGE INSTRUMENT LTD	27AAACM5600R1Z7
MINDA STONERIDGE INSTRUMENTS LTD	27AAACM5600R1Z7
MINDA STORAGE BATTERIES PVT LTD (OLA)	05AAHCM5841K1Z9
MINDE DEWELOPERS SUNRISE CATTAGE KANLOG	02ABLFM4745J1Z4
MIND PHARMA	19CWRPS4750G1ZT
MINDRILL SYSTAMS & SOLULIONS PVT LTD	19AAECM3065G1ZG
MINDSPRINGS PUBLISHNG LLP	27ABLFM1555G1Z5
MINERAL OIL CORPORATION	09AABFM4017A1ZW
MINERALX FLOWTECH PVT LTD	33AANCM8063B1ZJ
MINERVA ENGINEERING TOOLS CO	27AAAFM7633B1ZL
MINERVA MOTORS	27AAEFM7081R1ZI
MINEX METALLURGICAL CO LTD	27AAACM7315B1ZW
MINIATURE BALL INDUSTRIES	08AACFM6471B1ZH
MINIMETERS MANUFACTURING	06AAECM3896M1ZV
MINI METERS MFG CO .PVT LTD	06AAECM3896M1ZV
MINI METRO EV LLP	09AAZFM7333B1ZX
MINI SIGNS AND DISPLAYS PVT LTD	27AAICM5970G1Z5
MINISTRY OF RAILWAYS	24AAAGM0289C1ZP
MINIT ENGENEERS INDIA PVT LTD	33AACCM0138N1ZL
MINITEX INDIA	06APSPS9429J1ZY
MINMAX PHARMA	05ABOFM6255G1Z1
MINOCHA ENTERPRISES PVT LTD	06AAACM0238R1ZB
MINOVA LIFE SCIENCES LTD	29AAFCM0769G1Z9
MINOVA LIFE SCIENCES PVT LTD	29AAFCM0769G1Z9
MINTAGE STEELS LIMITED	07AAECM7561P1ZT
MINT LIFE SCIENCES PVT LTD	06AAICM2194C1ZN
MINU ENTERPRISES	21ASUPB3927F1ZX
MIPALLOY	33AAFPD4882Q1ZB
MIPALLOY UNIT 3	33AAFPD4882Q1ZB
MIRABILIA SCIENCES PVT LTD	24AAICM8107D1ZQ
MIRACLE CNC APPLICATION	33AAOFM6248C1ZB
MIRACLE POWER	27AAYFM6051D1ZZ
MIRACLE PRINT PACK PVT LTD	08AAICM6491L1ZS
MIRACLES LIFE SCIENCE PVT LTD	27AATFM2281N1ZJ
MIRACLES LIFESCIENCE PVT LTD	27AATFM2281N1ZJ
MIRACLUS ORTHOTECH PVT LTD	24AAHCM2692Q1ZU
MIRAJ ENTERTAINMENT LTD	36AAFCM5174R1ZQ
MIRA KNITTING WORKS (P) LTD	19AACCM1168N1Z3
MIRANDA CLIMATE TECHNOLOGIES	29AAXFM7392L1Z1
MIRC ELECTRONICS LIMITED	27AAACM8055A1ZR
MIRHAE ENGINEERING INDIA PVT LTD	27AAJCM8282G1Z1
MIRRI AGRO PVT LTD INVENTORY QUOTATION	27AAFCE1423M1ZN
MIRZA INTERNATIONAL LTD	05AAECM3626M1ZD
MIRZA INTERNATIONAL LTD	09AAECM3626M1Z5
MIRZA INTERNATIONAL LTD - RTK	06AAECM3626M1ZB
MISAI FOODS PRIVATE LIMITED	33AAMCM5096R1ZK
MISATU WELDEQUIP PVT LTD	24AABCM2882J1ZE
MISHA BIOTECH PVT LTD	04AAFCM8268C1ZJ
MISHA SPORTS	09AAOFM8633R1Z6
MISHRAMBU BEVERAGES	09AAICM6694F1ZY
MISKING SPORTS MARKETING	30AALFM7533M1Z1
MISSION CARE PHARMA	24AAICM8947R1ZH
MISSION CURE PHARMA	24AAICM8947R1ZH
MISSION CURE PHARMA PVT LTD	24AAICM8947R1ZH
MISTAIR HEALTHCARE & HYGIENE PVT LTD.	27AAACZ1513C1ZT
MISTRY ENGINEERING WORKS P LTD	27AAFCM4218G1ZL
MISUMI INDIA PVT LTD	06AAFCM9345Q1ZQ
MITA FASTENERS PVT LTD	27AAACM0691G1ZL
MITA INDIA PRIVATE LIMITED	09AABCM4035F1ZQ
MITA INDIA PVT LTD	09AABCM4035F1ZQ
MITA INDIA PVT.LTD.	09AABCM4035F1ZQ
MITALI BIRI	19ALNPR1285L1ZB
MITALI BIRI	19BQDPR8978J1ZS
MITALI MEDICAL STORE	09AJUPK5204D1Z6
MITARTH IND	07AABCM4642E1ZR
MITARTH INDIA LTD	07AABCM4642E1ZR
MITECH BUS DOOR SYSTEM PVT LTD	33AAGCM7798E1Z4
MITER AND MITER ENG. PVT. LTD	05AAECM8439N1ZY
MITHILA AUTO KRAFT	10IOTPS4923H1ZI
MITHILA AUTO KRAFT PVT LTD	00XXXXX0000X0XX
MITHILA DRUGS PVT LTD	08AACCM6767B1ZG
MITHILA POLYMERS PRIVATE LIMITED	10AAHCM9157G1ZI
MITHRA TAG ARMORED PVT LTD	37AAKCM2820R1ZW
MITOCH PHAARMA PRIVATE LIMITED	27AAACM3981F1ZG
MITOOL EQUIPMENTS PVT LTD	27AADCM8841P1ZR
MITOYA INSTRUMENTS	06ACHPD9553C1ZT
MITRA INDUSTRIES LTD.	06AAACM4564C1ZT
MITRA PRECISE FORGE P LTD	03AAECM3040K1ZT
MITRA PRECISE FORGE PVT LTD	03AAECM3040K1ZT
MITRAS TECHNOCRAFTS PVT LTD	07AAACM6983B1ZI
MITSUBISHI ELECTRIC INDIA PVT LTD	27AAGCM7782A1ZD
MITSUBISHI HEAVY INDUSTRIES	29AAFCM1573L1Z2
MITSUBISHI HEAVY IND VST DIESEL ENGINES	29AAFCM1573L1Z2
MITSUBISHI HEAVYLND	33AAACS5081L1Z9
MITSUBOSHI BELTING INDIA PVT LTD	06AAGCM9369K1ZT
MITSUBOSHI BELTING INDIA PVT LTD	27AAGCM9369K1ZP
MITSUI CHEMICALS INDIA (P) LTD	24AAFCM4312D1Z2
MITSUI CHEMICALS INDIA P LTD.	27AAFCM4312D1ZW
MITSUI CHEMICALS INDIA PVT LTD	06AAFCM4312D1Z0
MITTAL AGENCIES	07AGYPM0810E1ZF
MITTAL APPLIANCES LIMITED	23AABCM1903A1ZF
MITTAL COIN LTD	23AAICM9813G1ZF
MITTAL CONSTRUCTION COMPANY	22AAKFM5671K2ZZ
MITTAL ELECTRONICS	07AAFFM6855L1ZR
MITTAL ENGINEERING IND	06AAFFM2543K1ZA
MITTAL ENTERPRISES	08ABKPM4736C1ZO
MITTAL ENTERPRISES	09BEKPM7544G1Z3
MITTAL FORGINGS AND COMPONENTS PVT LTD	08AAECM3610M1ZF
MITTAL HOSIERY HOUSE	07AGBPM4748A1ZP
MITTAL HYDRAULICS & HOSES	08ABQFM1030P1ZV
MITTAL INTERNATIONAL	06AABFM7416P1ZY
MITTAL MACHINE P LTD	06AADCM1667M1Z7
MITTAL MEDICAL STORE	22AICPM1697H1ZB
MITTAL MEDICAL STORES RAIPUR CHATTISGARH	22AICPM1697H1ZB
MITTAL ORGANICS PRIVATE LIMITED	08AANCM2332H2ZF
MITTAL OVERSEAS	06AAYPM0783C1ZH
MITTAL OVERSES	06AAYPM0783C1ZH
MITTAL PLASTIC INDUSTRY	07AAKFM6976F1ZT
MITTAL RUBBER	09ABLFM0555C1ZD
MITTAL SPORTS	08AATPM0547R1ZT
MITTAL TECHNOPACK P LTDJALAN LANE	19AADCM4589Q1ZH
MITTAL TECHNOPACK PVT LTD	19AADCM4589Q1ZH
MITTAL VESSELS PVT LTD	09AAICM8724G1Z5
MITTER FASTENERS	05ALAPS4639Q1ZI
MITTER FASTENERS RDR	05ALAPS4639Q1ZI
MITTER FASTNERS	03ALAPS4639Q1ZM
MITTER FASTNERS(UNIT II)	03ALAPS4639Q1ZM
MITUTOYO SOUTH ASIA PVT LTD	07AAACM6682R1ZP
MIXID MARKETING CO PVT LTD	06AAICM7972N1ZO
MIYANBAJAJ EXPORTS	08AADFM1433C1ZU
MIZUKI POWER PRODUCTS PRIVATE LIMITED	27AAOCM0059L1Z2
MIZUTECH ENGINEERS INDIA PVT LTD	09AAOCM0308C1ZR
MJA INDUSTRIES	24AAZFM2234K1ZW
M.J.BIOPHARMA PVT LTD	27AAGCS5624R1ZN
MJ ELECTRONICS	09AAUFM9762D1ZL
M J ENTERPRISES	27CLJPS8639F1ZG
MJ ENTERPRISES	27ABLFM3997J1ZG
MJ ENTERPRISES	27CLJPS8639F1ZG
MJ METAL WORKS	27AEKPJ1820R1Z3
M J METAL WORKS 19-20	27AEKPJ1820R1Z3
M J PRINT PACKAGING PVT LTD	19AAHCM5596R1ZA
M J S HEALTHCARE PVT LTD	27AANCM4499H1ZS
MJ SPORTS	36CIRPS4129P1Z9
M K AGENCIES	06AANPS0545D1ZS
MKB CABLE GRIPS LLP	27AAYFM7736R1ZW
MKB FOODS PVT LTD	27AAICM2514Q1Z2
M K CONTRACTORS	27ACAPS4261R1ZZ
M K ELECTRONICS	09BHRPM0628K1ZU
MK ELECTRONICS	09BHRPM0628K1ZU
M K ENGINEERING WORKS	27AALFM4996N1Z9
MK ENGINEERING WORKS	27AALFM4996N1Z9
MK ENTERPRISES	27AAAFM3862C1ZK
MK ENTERPRISES	36AAIFM4479R1ZB
M.K FASTNERS	06ARSPK6419N2Z1
MK FLAVYO FOOD	06BBWPA9882J1ZV
M K FURNISHERS	07AYYPS4028A1Z6
M.K.INDUSTRIES	03AALFM5219Q1ZV
M K MANUFACTURING	29ABHFM9479R1ZV
MK MANUFACTURING	29ABHFM9479R1ZV
M K MOTORS	24AAOFM2723Q1ZT
M K MOTORS	32AABCT2019A1Z8
MKM RUBBER PRIVATE LIMITED	09AAACM2348G1ZL
MKM RUBBER PVT LTD	09AAACM2348G1ZL
MKM RUBBER PVT. LTD.	09AAACM2348G1ZL
MKM TECNOLOGIES PVT LTD	07AABCM9045M1Z3
MKM TEK SALE PVT LTD	27AAMCM8782G1ZT
MK PETRO PRODUCTS PVT LTD	06AAACM5049G1ZN
M K PHARMA	09ABOPH9756M1ZO
M K PRECISION METAL PARTS PVT LTD	27AADCM9871F1Z4
MK PRINTPACK INDUSTRIES PLOT NO G2	05AARFM5669E1ZW
M K PRINTPACK PRIVATE LIMITED	24AAFCM9281M1ZX
M K PRINT PACK PVT LTD	24AAFCM9281M1ZX
MKS BRICK INDUSTRIES	10AASFM6733G1Z9
MKS HEALTHCARE LLP	06ABBFM8535G1Z9
M K SILICONE PRODUCTS PVT LTD	27AAACM7182J1Z6
MK & SONS	03AAAAM3789P1Z3
MKS SHRI ENTERPRISES	07AAXFM5165F1ZT
M K TRADING CO	09CCYPK1653H1Z2
MK TRON AUTO PARTS PVT LTD	33AACCD5858L1ZD
MK TRON AUTOPARTS PVT LTD	27AACCD5858L1Z6
MKU LIMITED	09AACCM6302Q1Z4
MKU LTD	09AACCM6302Q1Z4
M K VET PHARMA PVT LTD	10AAOCM3956A1ZS
MLR AUTO LIMITED	36AAGCM1053L1ZF
MLR AUTO LTD	36AAGCM1053L1ZF
MLR MOTORS LTD	36AACCM1239N1ZB
M L ROY CO SANITATION P LTD	19AAECM6185H1Z3
M L SERVICES PATNA	10FTMPK1467B1Z1
M L SONS	07AAAFM6635M1Z0
M L & SONS	07AAAFM6635M1Z0
M.L.SONS	07AAAFM6635M1Z0
ML & SONS	07AAAFM6635M1Z0
ML SPRING INDIA PVT LTD	24AANCM7946D1Z8
ML SPRINGS INDIA PRIVATE LIMITED	24AANCM7946D1Z8
MMAF PHARMA	19AANCM4190R1ZG
MMA F PHARMA PVT LTD	19AANCM4190R1ZG
MM AGRO FOODS PVT LTD	06AAHCM4154F1ZM
M M ASSOCIATES	32AAIFM0712H1ZS
MMATRICS PHARMACEUTICALS	09AUAPS6669K1ZU
MM ATTAR WALA	24ABJPA6641D2Z4
M M BHARWADA SURGICAL P LTD	27AAHCM5652Q1ZQ
M M BUILDTECH SOLUTIONS	33AAXFM9784E1ZJ
M M CERAMICS AND FERRO ALLOYS	27AAHFM2170J1Z7
MMD PLAST PVT LTD	09AANCM7381E1Z1
M M ENGINEERS	09AAXPM3224F1ZG
MM ENGINEERS	09AAXPM3224F1ZG
M M ENGINEERS & AGENCIES	33ADWPN6414G1ZB
MM ENGINEERS &AGENCIES	33ADWPN6414G1ZB
M M ENTERPRISE	19ANKPP6848C1ZK
M M ENTERPRISES	09ABDFM4310P1Z1
MM ENTERPRISES	19ANKPP6848C1ZK
M&M FASTENERS INDIA	29AAJFM2447A1ZG
M M FORGING LTD	33AAACM2164L1ZL
MM FORGING LTD	09AAACM2164L1ZC
M M FORGINGS LIMITED	09AAACM2164L1ZC
M M FORGINGS LIMITED	33AAACM2164L1ZL
M M FORGINGS LTD	09AAACM2164L1ZC
M M FORGINGS LTD	33AAACM2164L1ZL
MM FORGINGS LTD	33AAACM2164L1ZL
M M FORNINGS LTD	33AAACM2164L1ZL
MMG HEALTHCARE	02AAOFM4114D1ZT
M M INDUSTRIAL CONTROLS PVT LTD	29AADCM9279R1Z9
M.M INDUSTRIAL CONTROLS PVT LTD	29AADCM9279R1Z9
M M INDUSTRIAL SERVICE	24AADFM2899N1ZP
MM INDUSTRIES	18AAWFM3317N1ZK
MM LAMINATES	08ABNFM4107C1ZH
M&M MACHINE CRAFT PVT LTD	06AAACM6385K1Z5
M&M MACHINE CREFT PVT LTD	06AAACM6385K1Z5
M MOTILAL MASALAWALA	27AAAFM3267F1ZF
MMP FILTRATION PVT LTD	27AADCM4694A1ZJ
M M PHARMA	33ABLFM9247P1ZG
MMP INDUSTRIES LIMITED	27AAACM8955H1Z4
M M PLASTOWARE INDIA PVT LTD	24AAHCM2568D1ZM
M M S ENTERPRISE	24ABIFM1193M1ZZ
MMSS CONSULTING SERVICES INDIA LLP	33ABGFM1702J1ZL
MMT AUTOCOMP	06ABNFM8090L1ZK
MMTECH INDUSTRIES	09AOCPK0379J1ZR
MMTECH INDUSTRIES 2020-21	09AOCPK0379J1ZR
MM TRADERS	01DKHPM0538M1Z6
M M TRAVEL AGENCY	08AAHFM2737R1ZM
M M TRAVELS AGENCY	08AAHFM2737R1ZM
MM VALVES	24AAXFM1152E1ZC
MNC AUTOMATION PVT LTD	09AABCM0156F1ZS
MND AUTO INDUSTRIES	07AAMFM8243P1ZI
MNE COMPONENTS INDIA PVT LTD	27AANCM1455B1ZM
M N ENTERPRISE	18AATFM4302J1Z0
MN ENTERPRISE	18AATFM4302J1Z0
M N ENTERPRISES	27ABEFM5848F1Z2
MN GLOBEX PRIVATE LTD	23AABCM1736F1ZY
MNM COMPOSITES PVT LTD	26AAECM2272M1Z9
MN PICKLE	29AADFM6657L1ZN
M N RUBBER PVT LTD	24AALCM0623R1Z5
M N STORE	33AMFPN8818G1ZX
MOAD ENTERPRISES	18ABEFM2582J1ZZ
MOA ENGINEERING PVT LTD	33AAFCM2915E1ZW
MOBILE CLIMATE CONTROL THERMAL SYSTEMS INDIA PVT LTD	29AALCM3432E1ZH
MOBILITY	19ABPFM8191G1ZK
MOBILITY SOLUTION LTD.	03AABCV0031G1Z3
MOBILITY SOLUTIONS LTD	03AABCV0031G1Z3
MOBITECH INDUSTRIES LLP	27ABFFM4237R1ZN
M OCHHAVALAL C0	27AAAFM3904F1ZN
MOCHIKO SHOES	05AARFM4028P1ZQ
MOCHIKO SHOES PVT LTD	05AAFCM1949Q2ZX
MOCHIKO SHOES PVT LTD	09AAFCM1949Q1ZQ
MOCHIKO SPORTS PRIVATE LIMITED	09AANCM3432G1ZD
MOCHIKO SPORTS PVT LTD	05AANCM3432G1ZL
MODANAMICS AGRO PRODUCTS PVT LTD	27AALCM6090N1ZQ
MODANOMICS AGRO PRODUCTS	27AALCM6090N1ZQ
MODANOMICS AGRO PRODUCTS PVT LTD	27AALCM6090N1ZQ
MODCON ENTERPRISES PVT	06AAMCM7531M1ZZ
MODE KLAER INC	03DWPPK0979C1ZG
MODEL EXIMS	09AADFM6163H1Z5
MODEL INFRA CORPORATION P LTD	29AADCM7125J1Z8
MODEL INFRA CORPORATION P LTD	33AADCM7125J1ZJ
MODEL PNEUMATIC CO	03ABFFM5077P2ZS
MODENZA DESIGNS LLP	09AAYFM0161G1Z0
MODE RETAILS SALES& MARKETING P LTD	09AANCM4929Q1ZG
MODERN APPARLS	27AAAFM2390P1ZW
MODERN BEARING AGENCIES	19ABJFM0990M1ZM
MODERN CERAMICS	27AAAFM3903C1ZU
MODERN COLOURS PVT LTD	03AACCM4348Q1Z6
MODERN COMMNICATION & BROADCAST SYSTEMS P LTD	24AABCM0372R1Z9
MODERN COMMUNICATION AND BROAD CAST SYSTEM PVT LTD	24AABCM0372R1Z9
MODERN DAIRIES LTD	06AABCM1240L1ZQ
MODERN ELECTRIC COMPANY LUDHIANA	03AANPV9363Q1ZM
MODERN ELECTRONICS	03AANPV9363Q1ZM
MODERN ENGINEERING COMPANY	36AACFM8653M1ZR
MODERN ENGINEERING & SPRING COMPANY	27AAAFM1412C1Z2
MODERN ENTERPRISES	27AAFFM1432P1Z2
MODERN FOOD ENTERPRISES PRIVATE LIMITED - UNIT OFFICE	32AAECN8400E1ZY
MODERN FORGING (CHENNAI)	33AABFM1112E1Z7
MODERN FOUNDRY	03AAEFM2944D1ZR
MODERN GENERAL INDUSTRY	33AAAHS0465F1ZI
MODERN INDIA PRODUCTS	33ABAFM6278M1ZW
MODERN LAB LTD	23AACFM5920B1ZX
MODERN LABORATORIES	23AACFM5920B1ZX
MODERN LIFTS AND ESCALATORS	05AGLPT7829F1ZY
MODERN LIFTS & ESCALATORES	05AGLPT7829F1ZY
MODERN MALLEABLES LTD	19AABCM5669D1ZB
MODERN METAL IND	08AAUFM9466E1ZK
MODERN MILK AND AGRO PRODUCTS PVT LTD	09AALCM2938B1ZG
MODERN PACKAGING COMPANY	24AAEFM9535A1ZK
MODERN PLASTICS HOUSE	09ACKPD9789K1ZP
MODERN PLASTICS TUBES	01ABDFM2274Q1Z4
MODERN POLYPACK INDUSTRIES	21AAGFM4059B1ZT
MODERN PREFAB SYSTEMS PVT LTD - BHILAI	22AAACM9796Q1ZM
MODERN PUBLISHERS	01AARFM5313R1ZW
MODERN PUBLISHERS	02AARFM5313R1ZU
MODERN PUBLISHERS	03AARFM5313R1ZS
MODERN PUBLISHERS	05AARFM5313R1ZO
MODERN PUBLISHERS	06AARFM5313R1ZM
MODERN PUBLISHERS	07AARFM5313R1ZK
MODERN PUBLISHERS	08AARFM5313R1ZI
MODERN PUBLISHERS	09AARFM5313R3ZE
MODERN PUBLISHERS	10AARFM5313R1ZX
