sales_name	gstin
AMBE PHYTOEXTRACTS PVT LTD	09AAGCA4375B1ZU
AMBER DISTILLERIES LIMITED	27AABCA3492J1ZK
AMBER ENTERPRISES	03AABCA3456E1Z9
AMBER ENTERPRISES INDIA LIMITED	05AABCA3456E1Z5
AMBER ENTERPRISES INDIA LIMITED	06AABCA3456E4Z0
AMBER ENTERPRISES INDIA LTD	05AABCA3456E1Z5
AMBER ENTERPRISES INDIA LTD	09AABCA3456E1ZX
AMBER ENTERPRISES INDIA LTD	27AABCA3456E1ZZ
AMBER ENTERPRISES INDIA LTD	27AABCA3456E2ZY
AMBERTEX UNIVERSAL EXPORT	33AABFU3834F1ZG
AMBESH INDUSTRY	24ABRFA4561E1ZH
AMBE TRADING CO	09AAWFA9201B1ZH
AMBETRONICS ENGIENRING PVT LTD	27AAHCA0780B1Z2
AMBEY AUTOMOBILES PVT LTD	10AAMCA0582C1ZA
AMBEY ENTERPRISES	07ABJFA1423H1ZS
AMBEY FOOD PRODUCTS	10AAFCM7150H2ZS
AMBEY INDUSTRIES	08AAMFA2736K1Z8
AMBEY PHYTOEXTRACTS PVT LTD	05AAGCA4375B1Z2
AMBEY SHAKTI FOODS	09ABEFA9374N1ZQ
AMBICA INFRA VENTURES PVT LTD	37AAHCA3361Q2Z6
AMBICA POLES PVT LTD	24AAOCA9049G1ZF
AMBICA TIMBER MARK CO PRAGATI TIMBER MART	27AAAFA3847R1Z0
AMBIENT SOLAR PVT LTD	10AAJCA5906F1Z5
AMBIKA CLOTH HOUSE	06BPUPK4606N2Z9
AMBIKA COLD STORAGE	09ABFFA2744K2ZA
AMBIKA ELECTRICALS	27ARVPP2150J1ZA
AMBIKA FILAMENT	24DXAPS5535L1Z4
AMBIKA FURNITURE	29AAZFA0286B1Z9
AMBIKA GLOBAL	27ADQPR1387L1ZP
AMBIKA GLOBAL FOODS AND BEVERAGES PVT. LTD.	27AALCA7185L1Z0
AMBIKA HARDWARE STORE	05ABCFS1439A1ZR
AMBIKA INC	06AAEFA7996D1ZB
AMBIKA MATA ENTERPRIES	27AMVPV8681P1ZE
AMBIKA RICE MILL	22ABAFA7822P1ZD
AMBIKA SPORTS	
AMBIKA SPORTS	33ALOPH7013D1ZH
AMBIKA SPORTS	33GCMPS0490E1ZG
AMBIKA TECHNO INDUSTRIES	06AHHPG8165A1ZM
AMBITION	19AAPFA1464P1ZT
AMBIT SWITCHGEAR PVT LTD	09AAFCA2406C1Z9
AMBIT TRANSMISSION PRODUCTS PRIVATE LIMITED	05AATCA2612E1ZZ
AMBIX HEALTHCARE LLP	24ABFFA6160K1ZH
AMBROSIA BIOTECH	08ABEFA1659G1ZJ
AMBROSIA NATURAL PRODUCT PVT LTD	09AAGCA1167P1Z9
AMBROZE FOODS PVT LTD	29AAUCA3069N1ZS
AMBUJA CEMENTS LTD	19AAACG0569P1Z4
AMBUJA OVERSEAS LLP	06AAMFA6734H1ZD
AMBUJA SOLVEX P LTD	24AAECA8048D1ZY
AMCARE PHARMACEUTICALS	24AAYFA5910B1ZN
AMCL MACHINERY LIMITED	27AAACA0202B1ZS
AMCO INDUSTRIES	05AAFFA5343R1Z6
AMCOMART	19AAPFA5987M1ZF
AMCO PHARMACEUTICALS	19ABLFA5954D1Z9
AMCORE INDUSTRIAL PACKAGING	36ABMFA6656M1ZS
AMCORP ADVANCE MATERIALS LLP	24AATFA2498P1ZM
AMDES PHARMACEUTICALS PVT LTD	20AAUCA2452P1ZD
AMD INDUSTRIES LTD	08AAACA2843C1Z7
AMDIS HEALTHSCIENCE PVT LTD	33AASCA2043E1Z0
AMD LIGHTING SOLUTION	24ABTFA0885B1ZI
AMD MOBILITY	29ABUFA3270H1Z2
AMEELIO HOSPITAL CENTRAL PHARMACY A UNIT OF SURAKSHITHA HEALTH CARE	37AAWCS5212P1ZI
AM ELASTICS MANUFACTURERES AND TAPE	27DJOPS5924P1Z3
A M ELASTICS MANUFACTURERES AND TAPES	27DJOPS5924P1Z3
AMEND LABORAT	06ABKFA9052D1ZK
AM ENGINEERING WORKS	09AAKFA2506P1Z6
AMENSCO MEDICAL TECHNOLOGY PVT LTD	32AAMCA6160G2ZT
A M ENTERPRISES	02AAXFA3358A1ZQ
A.M ENTERPRISES	07APVPA7485F1ZG
AM ENTERPRISES	02AAXFA3358A1ZQ
AMERCO PACKAGING SOLUTIONS PVT LTD	27AATCA3563C1ZL
AMERICAN HEALTHCARE	20AAIFA5133C1ZA
AMERICAN HEALTH CARE	20AAIFA5133C1ZA
AMERICAN PHARMA REMEDIES LLP	23ABOFA0247L1ZG
AMERICHEM PLOMERS INDIA PVT LTD (EPC PVT LTD AND PC LTD)	27AADCP9591P1ZF
AMERICHEM POLYMERS INDIA P LTD	27AADCP9591P1ZF
AMERIC N ASTOS MEDICAMENT	09AAHCA3890J1ZA
AMER SIL KETEX PVT LTD	02AAACK1317P2ZQ
AMER-SIL KETEX PVT LTD	19AAACK1317P1ZC
AMES IMPEX ELECTRICALS PVT LTD	24AAACA9825G1ZT
AMESS CONTROLS PVT LTD	24AACCA3403A1ZP
AMETHYST CAFE PRIVATE LIMITED	33AAICA6724C1Z2
AMETHYST CAFE PVT LTD	34AAICA6724C1Z0
AMEX PHARMACEUTICALS PVT LTD	09AANCA6002G1ZT
AMEYA INDUSTRIAL SUPPLIERS PVT LTD	27AACCA4284B1Z0
AMEYA INDUSTRIAL SUPPLIERS PVT LTD.	27AACCA4284B1Z0
AMEYA PALASTICS	33AAGFA7648N1Z2
AMEYA PLASTIC	33AAGFA7648N1Z2
AMEYA PLASTICS	33AAACM7493G1ZE
AMEYA PLASTICS	33AAGFA7648N1Z2
A M FAKHRUDDIN & CO	19AAHFA4485C1ZH
AM FAKHRUDDIN & CO	19AAHFA4485C1ZH
AMFICO AGENCIES PVT LTD	27AACCA4709P1ZD
A M GLASS INTERNATIONAL	09AACFA1398P1ZY
AM HANDLOOM	10BITPK8110P1ZX
AM HYDRAULICS AND TUBES	24AARFA1763B1ZR
AMICIZIA LIFE SCIENCE PVT LTD	19AANCA6583E1ZA
AMICO SALES INTERNATIONAL	03ABTFA9172F1Z8
AMIDC AUTOMATION TECHNOLOGIES PVT LTD	29AARCA5712H1ZE
AMIGO INDIA ENTERPRISES	27ABLFA9998B1ZW
AMIGO INTERNATIONAL	19AAZPH4133Q1ZT
AMIGO SAMPOORNA PANACEA PVT LTD	29AAPCA9498L1ZG
AMI INDUSTRIES	30AMYPS5793E1ZF
AMIK METALS PVT LTD	19AADCH0554J1ZJ
AMI LIFESCIENCES PVT LTD	24AAGCS9549F1Z2
AM INDUSTRIES	06ABIFA6145R1ZX
AM INDUSTRIES	09AABFA6629A1ZU
AM INDUSTRIES	29AHHPP8299C1ZQ
AMINENT AMINES PRIVATE LIMITED	27AAECE4490K1ZB
AMIN EQUIPMENT LLP	24ABEFA5981D1ZM
AMINES BIOTECH PVT LTD	24AAECA6126E1Z5
AMIN INTERNATIONAL LTD	09AAFCA0132K3ZV
AMI POLYMERS	24AAAFA2012Q1ZT
AMI POLYMERS PVT LTD	26AAECA6387P1ZZ
AMIPRO INFRA PVT LTD	27AAHCA4994M2ZY
AMIR CHAND ENGG WORKS P LTD	03AACCA5941P1ZJ
AMIRCHAND ENGINEERING WORKS PT LTD	03AACCA5941P1ZJ
AMIR CHAND JAGDISH KUMAR ( EXPORTS ) LTD	07AAECA9181D1ZQ
AMIROOP HEALTHION LLP	09ABRFA1287H1Z2
AMIT ADDITIVES	27AMVPS1704L1ZF
AMIT AQUA PVT LTD	18AALCA2181Q1Z3
AMIT CAPACITOR LTD	30AABCA1941J1Z7
AMIT CAPACITOR LTD (GOA)	30AABCA1941J1Z7
AMIT CELLULOSE PRODUCTS	27AMVPS1704L1ZF
AMITEK INFRA PVT LTD	08AALCA8782F1Z8
AMIT ELECTRIC	08AAZFA6100A1ZQ
AMIT ENGINEERS	02AAKFA5620L1ZN
AMIT ENGINEERS	02ABCFS2535H1ZK
AMIT ENTERPRISES	09AAXFA4046M1ZS
AMIT ENTERPRISES	27AAAFA0254E1Z4
AMITEX AGRO PRODUCT PVT LTD	23AAACA5631L1ZW
AMITHI ENERGY	33AADPD9654N1ZF
AMIT HYDROCLORIDS	24AAHFA6241Q1Z7
AMIT HYDROCOLLOIDS	24AAHFA6241Q1Z7
AMIT INDUSTRIES	24AARFA2499Q1ZL
AMIT INTERNATIONAL	07AAVFA6096M1ZK
AMITOJAS WELLNESS PVT LTD	36AAQCA1913P1Z8
AMITRON TUBULARS P LTD	24AAACE0850F1Z8
AMITRON TUBULARS PVT LTD	08AAACE0850F1Z2
AMIT SAFETY ENTERPRISES	29ABPFA3537L1ZW
AMIT TRADERS	
AMIT TRADERS	07ARJPS5243H1ZI
AMIT TRADERS	09ACQPR4850F1Z4
AMIT TRADING COMPANY	27ABOFA6043N1ZY
AMITY POWER PRODUCTS PVT LTD	27AANCA3504D1Z0
AMIVARSHA PACKGERS PRIVATE LIMITED	19AAKCA3842K1ZC
AMIZADE PHARMACEUTICALS	24AAQFA9707N1ZV
AMIZARA AGENCIES	27AAHFA7962L1ZX
AMKAY PRODUCTS PVT LTD	27AAGCA6560N1Z8
AMK INDUSTRIES	07ABCFA9732C1ZP
AMMA MOTORTS PVT LTD	27AAICA3589R1ZR
AMMAN AGENCIES	34AAXFA3134A1ZT
AMMANN INDIA PRIVATE LTD	24AACCA0194N1ZO
AMMANN INDIA PVT LTD	24AACCA0194N1ZO
AMMARUN FOUNDRIES	33AACFA3908P1ZF
AMMEGA BELTING INDIA PVT LTD	33AACCH4757L1ZD
AMMI S ESSENTIALS LLP	03ABTFA5108P1Z3
A M MOHAMMED USMAN&BRO	32AAEFA0560F1Z6
AMMONAAR AGENCIES	33AMMPR2917B1Z8
AMMU CREATIONS	32AAZFA8279Q1ZA
AMMY FOODS & BEVERAGES PRIVATE LIMITED	18AAPCA9542H1Z7
AM NATURAL FOODZ	29ABSFA5157B1ZA
AMNEX INFOTECHNOLOGIES PRIVATE LIMITED	24AABCI8023R1Z9
AMN LIFE PVT LTD	02AATCA8650Q1ZY
AMOGA TEXTILES	33ABKFA5751H1ZH
AMOL AUTO PARTS	27AACFA7920M1ZA
AMOLI ORGANICS PVT LTD	24AACCA3990Q1Z8
AMOLI ORGANICS PVT. LTD.	24AACCA3990Q1Z8
AMOL PHARMACEUTICALS PVT. LTD.	08AAACA6091J1ZK
AMORE HEALTH ESSENTIALS	27AAPCA3380D1ZO
AMOX PHARMACEUTICALS PVT LTD	10AAICA5705D1ZD
AMPERE INDUSTRIES	06ABAFA4538L1ZG
AMPERE INDUSTRIES PRIVATE LIMITED	06AAUCA8246R1ZN
AMPERE VEHICLES PVT LTD	33AAHCA0665K1ZQ
AMPERSAND BIONETURALS PVT LTD	20AAQCA2501D1ZG
AMPHENOL INTERCONNECT INDIA PVT LTD	27AACCA3419J1ZS
AMPHENOL INTERCONNECT INDIA PVT LTD	29AACCA3419J7ZI
AMPHENOL OMNICONEECT INDIA PVTLTD	33AAGCA7492R1ZY
AMPHENOL OMNICONNECT INDIA PVT LTD	33AAGCA7492R1ZY
AMPHERE INDIA ASSOCIATES	21ABNFA1321L1ZS
A M PLASTO MOULD PVT LTD	07AAFCA2549C1Z1
AMPLE AUTO TECH P LTD.	06AAFCA1574R1Z9
AMPLE CARE REMEDIES PVT LTD	27AAVCA5885F1Z0
AMPLE FOOD PVT LTD	06AAACA2423J1Z4
AMPLE FOODS PVT LTD	06AAACA2423J1Z4
AM P PAN PRODUCTS PRIVATE LIMITED	09AAJCA9098C1ZB
AMPRO	05AAAPP2244D1ZA
AMPSERVE PVT LTD	27AAUCA4262F1ZG
AMPSON ENGINEERING PVT LTD	27AAACA3817G1ZZ
AMPSON ENGINEERING PVT LTD UNIT 2	27AAACA3817G1ZZ
AMP SPECIALITY PRODUCTS PVT LTD	23AAPCA4017P1ZF
AMPS POWER INDIA PVT LTD	27AANCA4912B1ZY
AMPTEK BATTERIES PVT LTD	06AASCA9044P1ZV
AMPURE PHARMACEUTICAL LLP	05ABSFA7166L1ZU
AMPUS LIFE SCIENCES LTD	09AADCA3035B1ZA
AMRAHS PHARMACEUTICALS	09ABLFA5472E1ZB
AMRANSON ENGINEERING CO	09AGYPD8842K1ZJ
AMRAPALI PLASTIC INDUSTRIES	26AABFA2236R1ZC
AMRAVATHI GARMENTS MFG CO	33AANFA7615E1ZN
AMRIK SINGH AND SONS CRANE SERVICES P LTD	27AAHCA0113E1ZD
AMRIT ENTERPRISES	27ALWPS8303B1ZS
AMRIT FILTRATION EQUIPMENTS	09AATFA7269C1Z2
AMRIT LAL ASHOK KUMAR	03AALFA4910C1Z4
AMRITYA INDUSTRIES	24ABRFA2408G1ZN
AMRUTA INFRATECH PVT LTD	24AAOCA7800P1Z9
AMRUT ENERGY PVT LTD	24AAOCA6660R1ZX
AMRUT MEDICAL AGENCY	27ABRFA8876A1Z1
AMRUT PACAGING	24AGIPT2955M1ZT
AMRUT PACKAGING	24AGIPT2955M1ZT
AMRUTVA FINE FOODS LLP	24ABBFA0895K1ZF
AMSAR GOA PRIVATE LIMITED	30AAECA5393D1Z3
AMSAR GOA PVT LTD	30AAECA5393D1Z3
AMSAR PRIVATE LTD	23AAACA3782C1Z7
AMSBURG INDUSTRIES PRIVATE LIMITED	27AANCA5366P1ZV
AMS ENTERPISES	09BDQPA5828J1Z5
AMS ENTERPRISES	09BDQPA5828J1Z5
AMSON INTERCONNECT PVT LTD	07AABCA1302P1ZX
AMSONS LABORATORIES PVT LTD	06AALCA1080A1Z9
AMSTED STEEL FOUNDRIES INDIA PVT LTD	02AAJCA4025D1ZE
AMSTER HEALTHCARE PVT LTD	27AAPCA2579Q1ZQ
AMSTER LABS	02ABBFA0281B1ZG
A & M TECHNOLOGIES	20ABGFA3232P1ZN
AM TECHNOLOGIES	06ADSPS0460R1ZQ
A M TECHONOLOGIES	06ADSPS0460R1ZQ
AMTEK AUTO LTD	06AAGCA4447E2ZW
AMTEK AUTO LTD	06AAGCA4447E8ZQ
AMTEK AUTO LTD	06AAGCA4447EBZN
A M TEXTILES	09ABTFA6713C1ZD
A M TOOLS TECHNOLOGIES	09AKJPR5188D1ZP
AM TOOLS TECHNOLOGY	09AKJPR5188D1ZP
A M TRADERS	24AFHPS7932M1ZU
AM TRADERS	24AFHPS7932M1ZU
AMTRAN MAGNETICS PVT LTD	24AAMCA2064P1ZD
AMTRON COMPONENTS P LTD	06AABCA3547L1ZO
AMUL BOARDS PVT LTD	24AACCA2913P1ZP
AMUL ENTERPRISES	09ABHFA7133L1Z6
AMUL INDUSTRIES PVT LIMITED	33AACCA3020F1ZJ
AMUL INDUSTRIES PVT LTD	24AACCA3020F1ZI
AMULYAM FOOD & HERBAL PRIVATE LIMITED	08AARCA6142M1Z5
AMVIAN AUTOMOTIVE PVT LTD	24AAFCA5854Q1Z6
AMVIGO INDIA	27ABEFA4865G1ZD
AMWILL HEALTHCARE PVT LTD	29AAPCA9418A1ZJ
AMWILL HEATH CARE PVT LTD	29AAPCA9418A1ZJ
AMWIN PHARMA LTD	08AAUCA4468M1ZT
AMZEN MACHINES PRIVATE LIMITED	06AAICA9989K1ZT
AM-ZONE INTERNATIONAL PRIVATE LIMITED	27AAKCA8736G1ZD
ANAADIH VINCOM PVT LTD	19AALCA9308F1ZH
ANABOND HS BUTYL PVT LTD	33AALCA6990K1Z6
ANABOND LTD	33AACCA4158Q1ZF
ANABOND LTD	34AACCA4158Q1ZD
ANADI MINERALS AND FEED BIOTECH	06AJDPG1662Q1Z0
A NAIRSONS INDUSTRIES INDIA	03AACFA3930D1Z9
ANALOGICS TECH INDIA LTD	36AABCA7421P1ZG
ANAM ELECTRONICS PVT LTD	05AAGCA9057Q1Z2
ANANDA DAIRY LTD	09AACCR8497F1ZU
ANAND AGENCIES AND MFG.CO. P LTD.	33AAACA4686M1ZG
ANAND AIRVENT PVT LTD	06AAHCA7028C1Z1
ANANDAM AYURVED	03ABRFA7750P1ZT
ANANDAM AYURVED	09ABRFA7750P1ZH
ANAND AND COMPANY	33AAAFA9895K1Z1
ANAND CARS PVT.LTD.	23AAJCA1842Q1ZG
AN AND COMPANY	27AFPPA5687K2ZT
ANAND & COMPANY	01AAKFA5957G1ZK
ANAND CY MYUTEC AUTOMOTIVE PVT LTD	06AAACC0368E1Z5
ANAND DOMESTIC APPLEANCES P LTD	19AAECA2723R1ZA
ANAND ELECTRICALS	06AAUFA2717L1Z5
ANAND ENERGY & SERVICES	08AAXFA1642F1ZD
ANAND ENGINEERS PVT LTD	27AAACA9591R1ZT
ANAND ENTERPRISE	24AACFA7984P1ZU
ANAND ENTERPRISES	09AAXFA3363K2ZT
ANAND ENTERPRISES	11AASFA3657K1Z9
ANAND ENTERPRISES	27AAEFA6249B1ZR
ANAND FOOD PRODUCTS PVT LT	36AAEFA2069B1ZY
ANAND FOODS	05ABLFA3643B1ZW
ANAND INTERNATIONAL	10BGLPR4576C1ZG
ANAND I POWER LTD	27AAACP0482E1ZP
ANANDJI HARIDAS AND CO. PVT. LTD.	27AAACA1000B1ZU
ANANDJI HARIDAS & CO	27AAACA1000B1ZU
ANAND JI HARIDAS&CO PVT LTD	27AAACA1000B1ZU
ANANDJI HARIDAS & CO PVT LTD	27AAACA1000B1ZU
ANAND MANDO EMOBILITY PRIVATE LIMITED	08AAUCA8024H1ZC
ANAND MANDO EMOBILITY PRIVATE LTD	08AAUCA8024H1ZC
ANAND MECHANICAL WORKS PVT LTD	07AAACA2756L1ZM
ANAND MEDICINES	09ABSFA2188A1ZD
ANAND METAL ENGINEERING PVT LTD	23AAGCA3422K1ZZ
ANAND METRO MART PVT LTD	23AAKCA9012D1Z4
ANAND MOULD STEELS PVT LTD	27AAFCA0918D1Z4
ANAND NVH PRODUCTS PVT LTD	06AAECA0297J1ZO
ANAND POLYURETHANES PVT LTD	01AACCA5720G1ZD
ANAND RICE INDUSTRIES	22ABJFA8141Q1Z4
ANAND SALES	07ABLFA7239B1ZK
ANAND SALES CORPORATION	19AAFFA1560Q1Z4
ANAND SINGH	20AZLPS4096G1Z5
ANAND SPORTS	21AARPA8093N1ZA
ANAND SYNDICATES	07ALYPM7044D1ZQ
ANAND SYNDICATS	07ALYPM7044D1ZQ
ANANDTEX INTERNATIONAL PVT LTD	06AAKCA4313M1ZN
ANAND TRACK AND FIELD	09AAECA6855E1ZL
ANAND TRACK AND FIELD EQUIPMENT P LTD	09AAECA6855E1ZL
ANAND ZIPPERS	02AAECA8627J1ZQ
ANANTAA GSK INNOVATION PVT LTD	06AATCA4726B1ZS
ANANTA MEDICARE LIMITED GANGANAGAR	08AAGCA9050K1ZF
ANANTA MEDISYSTEMS	24ABVFA4171A1ZN
ANANTA SHREE ENGINEERING	09ABIFA4561F1ZG
ANANTASHREE ENGINEERS	09ABIFA4561F1ZG
ANANTA SHREE ENTERPRISES PVT LTD	10AAHCA8129L1ZP
ANANT AUTOMATS PVT LTD	09AABCA6960D2ZR
ANANT AUTOMOTIVE COMPONENTS	03ACMPV9557F1Z2
ANANTHA METAL COMPANY FIRM	33AADFA0413A1ZN
ANANTHA MOULDERS	26ABJFA7915Q1ZS
ANANTJEET NUTRIMENTS LLP	01ABHFA0369G1ZX
ANANT JIT FOODS	10ABNFA9310R1Z6
ANANTJIT FOODS LLP	10ABNFA9310R1Z6
ANANT PHARMA	18AALFA3440K1ZD
ANANT POWERTECH	05AAQFA5040E2ZR
ANANT REFRACTORY PRODUCTS PVT LTD	27AAACA6024B1ZC
ANANT SOLUTIONS	09ABPFA4986P1ZB
ANANTVIR AUTO ENGINEERS PVT LTD	03AABCA4032A1ZR
ANANYA ENTERPRISES	10ABBCS4805N1ZG
ANANYA FOOD PRODUCTS	09AAXFA6196L2ZE
ANANYA HERBAL PVT LTD	06AAQCA4662B1ZS
ANANYA HERBAL PVT LTD - HARYANA	06AAQCA4662B1ZS
ANANYA RAIL COACH COMPONENTS INDUSTRIES	09AAYFA4305Q1ZP
ANAPURE BIOCOS	04FTPPS5417A1ZN
ANAPURNA BUILDMART PVT LTD	23AAKCA7209C1Z3
ANAR POLYMER INDUSTRIES	24AACFA7152K1ZK
ANAX LIFESCIENCE PVT LTD	24AARCA8978R1ZD
ANAX PHARMA PVT LTD	29AALCA0153C1Z1
ANAYA TECH SYSTEMS PVT LTD	09AAJCA1360M1ZH
ANAYSHA HEALTH SOLUTIONS PRIVATE LIMITED	09AASCA9456F1Z2
A.N.B. AUTO (INDIA) PVT LTD	06AADCA5727C1Z3
ANBU WATER TECHNOLOGIST	33ABNFA9941L1ZX
ANCA INTERNATIONAL LLP	09ABLFA0652L1Z8
ANCALIMA LIFESCIENCES LIMITED	06AACCP5005B1Z4
ANCALIMA LIFESCIENCES LTD.	06AACCP5005B1Z4
ANCELLER ENGINEERING & CONTRACTING PRIVATE LIMITED	09AAQCA3104L2ZH
ANCHAL AGROILS LLP	07ABFFA8845H1Z8
ANCHAL LIFESCIENCE PVT LTD	05AAFCA1568F1ZY
ANCHEMCO ANAND LLP	02AAQFA7097M1ZW
ANCHI APPARLES PVT LTD	06AABCA0678G1ZX
ANCHOR CONSUMER PRODUCTS PVT LTD	05AAACA4990N1ZE
ANCHOR GLASS INDUSTRY LLP	19ABJFA0382M1Z4
ANCHOR OFFSHORE SERVICES LTD	27AAACA3529R1ZB
ANCIENT AROMAS PRIVATE LIMITED	27AAVCA4218J1ZA
ANCIENT GREENFIELDS PVT LTD	33AAICA6496R1ZU
ANC INDUSTRIES PVT LTD	27AALCA2903Q1ZA
ANC INDUSTRIES PVT.LTD.	27AALCA2903Q1ZA
ANCO MOTORS	27AAAFA2720M1ZO
AN & COMPANY	27AFPPA5687K2ZT
ANCOROTTI COSMETICS INDIA PRIVATE LIMITED	02AALCA6706B1Z8
ANCOROTTI COSMETICS INDIA PVT LTD	02AALCA6706B1Z8
ANDAMAN TRADE SYNDICATE	35ADBPA6646A1Z7
ANDHARA EXPANDED POLYSTYRENE P LTD	36AACCA4251C1Z8
AND HEALTCARE LTD	03AAPCA5626E1ZV
A N D HEALTHCARE LTD	03AAPCA5626E1ZV
ANDHRA PAPER LTD	37AAACT8849D1Z3
ANDHRA POLYMERS PVT LTD	36AABCA7291F1ZP
ANDHRA SPORTS	37AANFA1499E1Z9
ANDHRA TARPALLIN SHAMIYANAS	37AAKFA4123E1ZT
ANDRITZ HYDRO PVT LTD	23AABCV2466R1ZV
ANDROMEDA PHARMACEUTICALS	23AAJCA2913L1ZS
ANDROST BIOTECH	24ABNFA4940M1Z5
ANDRU PRODUCT LTD	07AAACA8464D1ZU
ANDRU PRODUCTS LTD	07AAACA8464D1ZU
ANDS LITE PVT LTD	05AAFCA8272N1ZA
ANEDYA FOODS PVT LTD	24AAACG8149D1ZU
ANEDYA INDUSTRIES PVT LTD	24AAACG8149D1ZU
ANEETA PLASTPACK LLP	24ABEFA0739P1ZB
ANEETA TECHNOPACK PVT LTD	24AAHCA7830N1ZE
ANEK PRAYOG PVT LTD	27AACCA6459N1Z6
ANEMS DRUGS DISTRIBUTOR	18ANWPB1242J1ZV
A N ENTERPRISES	27AIOPP1976C1ZY
ANEST IWATA MOTHERSON COATING EUIPMENT PVT LTD	09AAGCA0249J1ZO
ANEST IWATA MOTHERSON PVT LTD	09AACCA8985F1ZA
ANEST IWATA MOTHRESON COATING EQUOPMEST	33AAACM0405A1ZK
ANEXAS PHARMACEUTICALS PRIVATE LIMITED	09AASCA9864D1Z2
A N FOODS	10ABFFA8255P1Z8
ANGAL ASSOCIATES PRIVATE LIMITED	29AAKCA5529P1ZX
ANGEL ASSOCIATE PVT LTD	29AAKCA5529P1ZX
ANGEL ASSOCIATES	29AAKCA5529P1ZX
ANGEL ASSOCIATES PRIVATE LIMITED	29AAKCA5529P1ZX
ANGEL ASSOCIATES PVT LTD	08AAKCA5529P1Z1
ANGEL BIOGENICS PVT LTD	24AAKCA7036P1Z9
ANGEL BIOLIFE	22ABOFA8162C1ZN
ANGEL BIOLLEF	22ABOFA8162C1ZN
ANGEL ENTERPRISES	18ABLFM1471B1ZF
ANGEL LABORATORIES PRIVATE LIMITED	19AACCA6340G1ZU
ANGEL SCIENRIFIC STORES	10ABSFA9056F1ZF
ANG EXIM LLP	27ABGFA8039A1ZP
ANGIA RX LIFE SCIENCE PVT LTD	05AASCA3877C1ZJ
ANG LIFESCIENCE I PVT LTD	02AAHCA5390H2ZT
ANGLO INDIAN UPVC FABRICATORS	03ABRFA7360H1ZC
ANHEUSER BUSCH INBEV INDIA LTD	36AAICS2238R1ZQ
ANHEUSER BUSCH INVEV INDIA LTD	27AAICS2238R2ZO
ANHIL PARENTERALS PVT LTD	24AABCA6672J1ZM
ANHOX HEALTHCARE PVT LTD	24AAFCA3385G1ZT
ANICARE BIOTECH PVT LTD	05AAACR3203M2ZM
ANICHEM PHARMASEUTICAL PVT LTD	20AAQCA2132A1ZJ
ANICURE FORMULATIONS PRIVATE LIMITED	10AAICA1491J1ZX
ANICURE FORMULATIONS PVT LTD	10AAICA1491J1ZX
ANIHEAL HOSPITALS PRIVATE LTD	07AARCA3832E1ZP
ANIL AND SONS (LALITPUR-UP)	09AATFA9951H1ZR
ANIL & COMPANY	27AAEFA6583G1ZC
ANIL ENGINEERING WORKS	06AABFA4068P1Z8
ANIL ENTERPRISES	19AAFFA9813Q1ZS
ANIL ENTERPRISES	20ANNPR1110N1Z4
ANIL INDUSTRIES	27AAAFA2459F1ZR
ANIL INTERNATIONAL	33ABKFA2461Q1Z5
ANIL MEDICAL AND GENERAL STORE	22AEQPM1537C1ZT
ANIL MIHIR & ASSOCIATES	21AAFFA2293J1ZP
ANIL PUMPS PVT LTD	06AABCA0982B1Z8
ANIL STORES	19AJVPS5020L1ZH
ANIL TRADING COMPANY	10BJQPK4118M1Z4
ANIMAL CARE CENTER	01ABWPB5070G1ZW
ANIMALIA PHARMACEUTICALS	32ABNFA4107A1Z6
ANIMALS CARE CENTER	01ABWPB5070G1ZW
ANIMARK REMEDIES	08AYKPK9201B1ZN
ANIMARK REMIDIES	08AYKPK9201B1ZN
ANIMEL PLANET	19AAYFA9671R1ZZ
AN INCORPORATION	03ABSFA6875E1Z7
ANIPRA CHEMICAL PVT	27AABCA9286C1ZN
ANIRAJ ENGINEERING & CONSULTANTS	23AABFC1049G1Z2
ANIRUDH TEXCHEM PVT LTD	08AAFCA6774M1Z3
ANISA CARPETS LIMITED	09AACCA6504G1ZX
ANISH CHEMICALS	24AADFA5012D1ZB
ANISH INDUSTRIES	27AAJFA1581B1ZT
ANISH PHARMA EQUIP PVT LTD	27AABCA5280C1Z1
ANISH POLYMECH INDUSTRIES	27AMEPD1495Q1ZL
ANITA ENTERPRISES	27AGZPM9004D1Z2
ANJALI ENTERPRISES	10ANEPK1692H1ZB
ANJALI FLEX AND CONTAINERS	11ABEFA2107R1ZO
ANJALI INDUSTRIES	27AAPFA2015C1ZY
ANJANI DAIRY FOOD PVT LTD	37AANCA4663R1ZS
ANJANI DAIRY FOODS PVT LTD	37AANCA4663R1ZS
ANJANI ENTERPRISES	09AACFA5433H1ZN
ANJANI MOTORS	24ACIPG8739N2Z1
ANJANI POLYMERS TECHNOLOGIES	36ABOFA6746J1ZX
ANJANIPUTRA PIPE INDUSTRIES	29ABQFA5406K1Z1
ANJANI TECHNOPLAST LTD	09AACCA3104G2Z6
ANJANYA ENTRPRISE	24ABMFA5510G1ZR
ANJI ENGINEERING SOLUTIONS PVT LTD	33AALCA2745G1ZU
ANJU S COLLECTION P V T	27AARCA8569L1ZO
ANKAA PHARMACEUTICALS	07ABFFA9589A1ZB
ANKASUMMOR FOODS PVT LTD	33AAPCA9465P1ZS
ANK DISTRIBUTORS	09AYMPK6744R1ZC
