	sales_name	gstin	26as_name	tan
334	barbeque nation hospiality limited	21AAKCS3053N1Z8	barbeque nation hospitality limited	BLRB11709F
335	barbeque nation hospitality limited	06AAKCS3053N2ZZ	barbeque nation hospitality limited	BLRB11709F
336	barista coffee company limited	07AABCB5798A2ZQ	barista coffee company limited	DELJ03056E
337	barmalt malting india pvt ltd	06AAFCB0807Q1ZK	barmalt malting india pvt ltd	JPRB04559C
338	barmalt malting india pvt ltd	08AAFCB0807Q1ZG	barmalt malting india pvt ltd	JPRB04559C
339	barmalt malting india pvt ltd	08AAFCB0807Q1ZG	barmalt malting india pvt ltd	JPRB04559C
340	barmecha plast pvt ltd	19AADCM8873D1Z5	barmecha plast pvt ltd	CALB15428A
341	bauli india bakes sweets private limited	27AAGCB4093B1ZW	bauli india bakes sweets private limited	PNEB12919E
342	bbr enterprises	05AAPFB2102H1ZX	bbr enterprises	MRTB04203D
343	beena packagers	09AJRPM2471R1Z7	beena packagers	ALDB01731C
344	belco pharma	06ACRPG5722G1ZL	belco pharma	RTKB01691E
345	benara udyog ltd	09AAACB6515A1Z7	benara udyog ltd	AGRB10034D
346	bengal agrovet private limited	19AAFCB7425G1ZM	bengal agrovet private limited	CALB16327D
347	berger becker coatings pvt ltd	30AABCB8159K1ZO	berger becker coatings pvt ltd	DELB06373D
348	berger becker cotings pvt ltd	27AABCB8159K1ZB	berger becker coatings pvt ltd	DELB06373D
349	best engineers pumps pvt ltd	33AAACB8936D1ZX	best engineers pumps pvt ltd	CMBB03084E
350	best knitfab	24AAUFB8324Q1ZP	best knitfab	RKTB04281E
351	bestomech industries	33AADFB2987Q1ZY	bestomech industries	CMBB03298B
352	better castings	37AAEFB5834H1ZG	better castings	HYDB02536C
353	bhagwan precision	05AAJFB6625K1ZC	bhagwan precision	RTKB04239E
354	bhagwati sai metal alloys	18AAJFB2874J1Z4	bhagwati sai metal alloys	SHLB02168F
355	bhagyalakshi vanijya private limited	19AADCB6273G1ZK	bhagyalakshmi vanijya private limited	CALB18617E
356	bhandari technotrade llp	23AASFB5901B1ZV	bhandari technotrade llp	BPLB05471E
357	bhansali trailors private limited	27AAACB9344F1ZQ	bhansali trailors private limited	PNEB03228B
358	bharat forge ltd	27AAACB8519L1ZE	bharat forge ltd	PNEB00007A
359	bharat forge ltd	37AAACB8519L1ZD	bharat forge ltd	PNEB00007A
360	bharat forge ltd	27AAACB8519L1ZE	bharat forge ltd	PNEB00007A
361	bharati ferro alloys	29AAOFB1223E1ZQ	bharati ferro alloys	BLRB17541G
362	bharati fire engineers	27AAAFB6446P1Z2	bharati fire engineers	MUMB14809E
363	bharat pipe industries	27AANFB1153E1ZQ	bharat pipe industries	MUMB23556B
364	bharat rasayan limited	24AAACB4127A1ZJ	bharat rasayan limited	DELB06167A
365	bharat seats limited	06AAACB0219M1ZZ	bharat seats limited	DELB01261B
366	bharti fire engineers	27AAAFB6446P1Z2	bharati fire engineers	MUMB14809E
367	bhatia alloy forging pvt ltd	06AAACB6787C1ZR	bhatia alloy forgings pvt ltd	RTKB01792A
368	bhatia alloy forgings pvt ltd	06AAACB6787C1ZR	bhatia alloy forgings pvt ltd	RTKB01792A
369	bhavani industries india llp	05AACFB8046R1Z2	bhavani industries india llp	MRTB01265F
370	bhavani industries india llp	24AACFB8046R2Z1	bhavani industries india llp	MRTB01265F
371	bhavin industries	24AADFB7416Q1Z7	bhavin industries	SRTB00693A
372	bhunit engineering co pvt ltd	06AABCB5588L1ZA	bhunit engineering co pvt ltd	DELB04416G
373	bijay pharmaceutical agencies	21AACFB9910A1Z8	bijay pharmaceutical agencies	BBNB00415C
374	bikanervala noida	09AAJFB2602G1ZS	bikanervala noida	MRTB02389C
375	bilaspur ceramics private limited	22AACCB8398M1Z7	bilaspur ceramics private limited	JBPB01677E
376	bindals papers mills limited	09AADCB0282B1Z6	bindals papers mills limited	DELB09927B
377	binny wads pvt ltd	06AAACB4454G1ZZ	binny wads pvt ltd	DELB03886B
378	binod kumar sons	19AATFB7064L1ZO	binod kumar sons	CALB21270E
379	biocon electric private limited	27AAICB7387E1ZD	biocon electric private limited	BLRB18736E
380	bioextract	29AAIFB0803A1Z4	bioextract	BLRB07218B
381	biogenetic healthcare	03AAQFB0438D1ZX	biogenetic healthcare	PTLB13795F
382	biogen extracts pvt ltd	29AABCB4205E1Z5	biogen extracts pvt ltd	BLRB04064E
383	bioingredia natural private limited	32AAGCB1593G1ZW	bioingredia natural private limited	CHNB02051A
384	biomed healthcare products pvt ltd	05AABCB9214H1ZY	bio med health care products pvt ltd	RTKB01988A
385	biomed healthcare products pvt ltd	06AABCB9214H1ZW	bio med health care products pvt ltd	RTKB01988A
386	bio veda action research company	06AAJFB2387E1ZK	bio veda action research company	DELB11323E
387	birla corporation limited	08AABCB2075J1ZQ	birla corporation limited	JDHB02015G
388	bits n bytes soft private limited	06AADCB1497L1ZG	bits n bytes soft private limited	DELB09736G
389	biz hero india private limited	19AAGCB8465M1ZY	biz hero india private limited	CALB16977C
390	b k automatics	06AATFB2414J1ZF	b k automatics	RTKB07163C
391	bkg automotive pvt ltd	06AAACB3685R1Z5	bkg automotive pvt ltd	DELB06403F
392	b l agro industries limited	09AABCB9200B1Z8	b l agro industries limited	LKNB08982B
393	bliss electronics	09AAJFB7209D1ZL	bliss electronics	DELB12283F
394	bls polymers ltd	30AAACB0421B1ZZ	bls polymers ltd	DELB04844A
395	bm pharmaceuticals	04ABCPK9427G1ZS	b m pharmaceuticals	PTLB10206A
396	bnb enterprise	19AATFB1663K1ZX	bnb enterprise	CALB22038C
397	bnb enterprises	18AALFB2357E2ZI	bnb enterprise	CALB22038C
398	bnb enterprises	21AOEPJ1874R1ZM	bnb enterprise	CALB22038C
399	boffin impex pvt ltd	09AAACB5529Q1Z6	boffin impex pvt ltd	DELB03842G
400	bohra associates	29AAOFB6734G1Z4	bohra associates	BLRB12604E
401	bohra lifescience private limited	19AAECB4987C1ZI	bohra lifescience private limited	MUMB21905C
402	bommidala enterprises private limited	36AAACB9064G1ZO	bommidala enterprises private limited	HYDB02014F
403	boms private limited	11AAECB1448E1ZC	boms private limited	DELB13160A
404	bonie enclave private limited	19AADCS8533L1ZT	bonie enclave private limited	CALS06208G
405	bonsai industries	06AAHFB4326M1ZE	bonsai industries	RTKB03462E
406	boon impex india	24AAJFB3052E1ZY	boon impex india	AHMB05447B
407	borgwarner cooling systems india pvt ltd	33AABCB5837E2ZZ	borgwarner cooling systems india pvt ltd	CHEB02435G
408	bosch limited	29AAACM9840P1ZP	bosch limited	BLRM01746D
409	bosch limited	33AAACM9840P1Z0	bosch limited	BLRM01746D
410	boss appliance llp	26AAOFB9510A2ZP	boss appliances llp	MUMB24579C
411	box people esolutions llp	06AARFB9928M1ZM	box people esolutions llp	DELB19745F
412	bpin private limited	27AAECB9670J1Z8	bpin private limited	MUMB22043A
413	br agrotech ltd	02AABCB3432F1ZG	br agrotech ltd	AMRB10887C
414	br agrotech ltd	24AABCB3432F1ZA	br agrotech ltd	AMRB10887C
415	brakes india private limited	33AAACB2533Q1ZP	brakes india private limited	CHEB00159F
416	branopac india private limited	06AABCB7860R1Z3	branopac india private limited	DELB05047A
417	bright brothers limited	34AAACB3010G1ZI	bright brothers limited	MRTB01765B
418	bright lifecare private limited	02AAECB5311J1Z6	bright lifecare private limited	DELB12439A
419	bright lifecare private limited	06AAECB5311J1ZY	bright lifecare private limited	DELB12439A
420	brij co	07AANFB7663B1ZF	brij co	DELB14655E
421	brijwasi plastic private limited	22AABCH9277J1ZC	brijwasi plastic private limited	JBPB03528A
422	brindavan beverages pvt ltd	09AAACB7390R1ZX	brindavan beverages pvt ltd	LKNB05184E
423	brindavn beverages pvt ltd	09AAACB7390R1ZX	brindavan beverages pvt ltd	LKNB05184E
424	brisc healthcare private limited	07AAJCB4627L1ZE	eris healthcare private limited	BLRS50305D
425	brooks laboratories limited	02AACCB5316P1ZR	brooks laboratories limited	PTLB12185F
426	b r specialities llp	06AAKFB6361M1Z4	b r specialities llp	RTKB04941G
427	bufab india fasteneres pvt ltd	06AADCB3899E1ZL	bufab india fasteners pvt ltd	PNEB05791C
428	bufab india fasteners pvt ltd	06AADCB3899E1ZL	bufab india fasteners pvt ltd	PNEB05791C
429	bufab india fasteners pvt ltd	27AADCB3899E1ZH	bufab india fasteners pvt ltd	PNEB05791C
430	bufab india fastners pvt ltd	24AADCB3899E2ZM	bufab india fasteners pvt ltd	PNEB05791C
431	buildcraft interior pvt ltd	33AACCB2106P1ZW	buildcraft interior pvt ltd	CHEB04405C
432	bull agro implements	33AAFFB6515J1ZM	bull agro implements	CMBB04000D
433	butyful products services p ltd	33AACCB5134B1ZF	butyful products services pvt ltd	MRIB00614F
434	bygging india ltd	23AAACB0642E1ZH	bygging india ltd	MUMB09111E
435	cadila healthcare limited	30AAACC6253G1Z6	cadila healthcare limited	AHMC00020G
436	cadila pharmaceuticals ltd	01AAACC6251E1ZD	cadila pharmaceuticals ltd	AHMC00381D
437	cadila pharmaceuticals ltd	24AAACC6251E1Z5	cadila pharmaceuticals ltd	AHMC00381D
438	cadila pharmaceuticals ltd	24AAACC6251E1Z5	cadila pharmaceuticals ltd	AHMC00381D
439	calibre chemicals pvt ltd	24AAACC1952G1Z3	calibre chemicals pvt ltd	MUMC10102B
440	callida electrical pvt ltd	07AAACC2836M1ZL	callida electricals pvt ltd	DELC02349E
441	canpac trends private limited	33AABCV9858M1ZM	canpac trends private limited	AHMV03696A
442	caparo engineering india limited	24AABCC7862N1ZA	caparo engineering india limited	DELC12965B
443	caparo procam infrastructure limited	06AAFCC4588B1ZS	caparo procam infrastructure limited	DELC13987B
444	capgrid solutions private limited	33AAICC5302Q1ZJ	capgrid solutions private limited	RTKC05728C
445	capital innotech private limited	08AAJCC1702B1ZA	capital innotech private limited	DELC21894F
446	capital powers	23AACFC5675M1Z8	capital powers	BPLC03068C
447	caple industrial solutions	27AAJFC3936A1ZQ	caple industrial solution	MUMC20541D
448	caplin point laboratories limited	34AABCC2667F1ZX	caplin point laboratories limited	CHEC00929F
449	captiva energy solutions private limited	19AAECC0482F1ZT	captiva energy solutions private limited	CALC07225B
450	car and interiors	32AADFC9387R1ZP	car and interiors	CHNC02149A
451	carborundum universal ltd	32AAACC2474P2ZJ	carborundum universal ltd	CHNC01528C
452	carborundum universal ltd	33AAACC2474P1ZI	carborundum universal ltd	CHNC01528C
453	carlingdhoot india private limited	27AAHCC3983E1ZJ	carlingdhoot india private limited	NSKC03287E
454	carlsberg india private limited	02AAJCS8454J1Z2	carlsberg india private limited	RTKS12243A
455	carlsberg india private limited	12AAJCS8454J1Z1	carlsberg india private limited	RTKS12243A
456	carrier engineers private limited	06AACCC9226D1ZY	carrier engineers private limited	RTKC01684E
457	carrier midea india private limited	27AAECC5616R1Z5	carrier midea india private limited	RTKC03083D
458	carrier wheel pvt ltd	09AADCC9956F1ZA	carrier wheels pvt ltd	DELC11633G
459	carrier wheels pvt ltd	09AADCC9956F1ZA	carrier wheels pvt ltd	DELC11633G
460	cart studio	09AAIFC4130F1ZR	cart studio	MRTC03446C
461	cast alloys	24AABFC3644F1ZX	cast alloys	RKTC00265G
462	castex technologies limited	08AAACA8504G2ZW	castex technologies limited	DELA05509A
463	castle valves private limited	07AACCC0823C1ZD	castle valves private limited	DELC05779E
464	cavendish industries limited	10AAFCC8999J1Z7	cavendish industries limited	CALC09052B
465	ceat limited	06AAACC1645G1Z3	ceat limited	MUMC10660G
466	ceat limited	07AAACC1645G2Z0	ceat limited	MUMC10660G
467	ceat limited	36AAACC1645G1Z0	ceat limited	MUMC10660G
468	c e limited	02AACCC5418K1ZX	c e limited	PTLC10531D
469	cello world private limited	05AAHCC6805B1Z4	cello world private limited	MUMC24472A
470	celon laboratories private limited	36AACCG1654P1ZA	celon laboratories private limited	HYDG01843C
471	cembond constructions private limited	07AACCC0337K1ZV	cembond constructions private limited	DELC13271G
472	central india industries limited	08AABCC2194H1ZQ	central india industries limited	CALC00190B
473	central machinery and plastic products	24AAAFC5338D1ZZ	central machinery and plastic products	MUMC03963B
474	centroiid plastopack industries	24AALFC3458M1Z4	centroiid plastopack industries	RKTC01697D
475	century pulppaper	05AAACC2659Q1ZC	century pulp paper	MRTC00260B
476	ceramics india	20AADFC6324N1ZN	ceramics india	RCHC01420G
477	cg power and industrial solutions limited	33AAACC3840K1ZW	cg power and industrial solutions limited	BPLC01128B
478	cg power and industrialsolutions limited	03AAACC3840K1ZZ	cg power and industrial solutions limited	BPLC00320F
479	chaitanya solvex pvt ltd	22AAACC9874F1ZO	chaitanya solvex pvt ltd	JBPC00220D
480	chandpress products	29AALFC2279A1ZI	chandpress products	BLRC16464A
481	chanvim engineering india pvt ltd	27AAACC4729P1Z9	chanvim engineering india pvt ltd ms	MUMC04117B
482	chaphekar suspension pvt ltd	27AAACC1489Q1Z4	chaphekar suspensions pvt ltd	PNEC05866A
483	chaphekar suspensions pvt ltd	27AAACC1489Q1Z4	chaphekar suspensions pvt ltd	PNEC05866A
484	charak pharma pvt ltd	02AABCC4014A1ZT	charak pharma pvt ltd	MUMC07892D
485	charak pharma pvt ltd	06AABCC4014A1ZL	charak pharma pvt ltd	MUMC07892D
486	charak pharma pvt ltd	26AABCC4014A1ZJ	charak pharma pvt ltd	MUMC07892D
487	cheema boilers limited	03AABCC4031B1ZO	cheema boilers limited	PTLC10481C
488	cheema papers limited	05AAACC7163P1ZD	cheema papers limited	MRTC00442B
489	chembond biosciences limited	27AAECC8696H3Z2	chembond biosciences limited	PNEC09402B
490	chemical resources	06ACTPG3319D1ZS	chemical resources	RTKC01639B
491	chemico chemicals pvt ltd	09AAACC0213A1ZN	chemico chemicals pvt ltd	DELC06058D
492	chemplast sanmar limited	33AAACC3000F1ZN	chemplast sanmar limited	CHEC00051C
493	chemtech speciality india private limited	27AAFCC7099F1ZC	chemtech speciality india private limited	MUMC20805B
494	chennai forge products pvt ltd	33AABCC4668E1ZW	chennai forge products pvt ltd	CHEC02771G
495	chhabra auto stores india	07AAOFC4145J1Z9	chhabra auto store india	DELC20029C
496	chimak healthcare	02AAEFC6868L1Z7	chimak healthcare	PTLC11526E
497	chirag enterprise	24AABFC4724E1Z0	chirag enterprises	RKTC00495F
498	chirag enterprises	24AABFC4724E1Z0	chirag enterprises	RKTC00495F
499	chirag enterprises	27AEZPG8745D2ZX	chirag enterprises	RKTC00495F
500	chiranjilal yarns private limited	27AAFCC4950P1Z5	chiranjilal yarns private limited	MUMC20670G
501	chiros pharma	02AAGFC5284L1ZD	chiros pharma	PTLC11998A
502	chitra rubber udyog	06AAAFC6251H1ZR	chitra rubber udyog	RTKC01023B
503	cholayil private limited	33AAACC3123B2ZM	cholayil private limited	CHEC02060C
504	cholayil private limited	37AAACC3123B1ZF	cholayil private limited	CHEC02060C
505	choudhary company	08AABFC2155P1ZA	choudhary company	JDHC01225A
506	choudhary fashions	08AAAFC0891K1ZE	choudhary fashion	JPRC00478C
507	choudhary international private limited	27AABCC0833B1ZC	choudhary international private limited	MUMC10360A
508	christy food	33AAKFC0107A1ZF	christy foods	CHEC10881D
509	christy foods	33AAKFC0107A1ZF	christy foods	CHEC10881D
510	ciaga private limited	27AAGCC4046F1ZU	ciaga private limited	MUMC22111F
511	cian healtcare limited	05AACCC5027C1ZB	cian healthcare limited	KLPC00737C
512	cimechel electric private limited	06AAJCC2360F1ZY	cimechel electric private limited	MUMC26953D
513	cirrus graphics private limited	09AACCC5577H1ZE	cirrus graphics private limited	DELC08463A
514	citel surge protection private limited	07AAFCC0329J1ZU	citel surge protection private limited	DELC13226D
515	city life line travels pvt ltd	27AABCC5735C1ZZ	city lifeline travels pvt ltd	DELC07171D
516	city lifeline travels pvt ltd	27AABCC5735C1ZZ	city lifeline travels pvt ltd	DELC07171D
517	city transport syndicate pvt ltd	27AAACC1734A1ZD	city transport syndicate pvt ltd	MUMC04640G
518	clamed healthcare private limited	07AAGCC7192N1Z2	clamed healthcare private limited	DELC16411D
519	classic steels pvt ltd	19AABCC0770F1ZX	classic steels pvt ltd	CALC02829B
520	classy kontainer	02AABFC2548Q1ZF	classy kontainers	MUMC13309C
521	classy kontainers	03AABFC2548Q1ZD	classy kontainers	MUMC13309C
522	classy kontainers	09AABFC2548Q1Z1	classy kontainers	MUMC13309C
523	climatrol corporation	02AAGFC0806N1ZR	climatrol corporation	DELC10976A
524	climetrol corporation	03AAGFC0806N1ZP	climatrol corporation	DELC10976A
525	climetrol corporation	07AAGFC0806N1ZH	climatrol corporation	DELC10976A
526	cold steel corporation	08AAAFC6767E1ZG	cold steel corporation	JPRC02371F
527	cold steel corporation	08AAAFC6767E1ZG	cold steel corporation	JPRC02371F
528	colourflex laminators ltd	24AAACC4768L1ZG	colourflex laminators ltd	AHMC00173F
529	complete survering technologines pvt ltd	09AAACC4277E1ZR	complete surveying technologies pvt ltd	DELC06640E
530	complete surveying technologies pvt ltd	09AAACC4277E1ZR	complete surveying technologies pvt ltd	DELC06640E
531	concept enterprises india pvt ltd	27AAACC1664P1ZD	concept enterprises india pvt ltd	MUMC04465G
532	concord biotech ltd	24AAACC8514G1ZZ	concord biotech ltd	AHMC00391G
533	consern pharma limited	03AABCC7730R1ZF	consern pharma limited	JLDC00424E
534	cool cosmetics pvt ltd	05AABCC8148B1Z2	cool cosmetics pvt ltd	CHEC04281E
535	corporate box llp	29AANFC4889N1ZD	corporate box llp	BLRC17472A
536	cosmo films limited	24AAACC1152C1ZJ	cosmo films limited	BRDC01402C
537	cosmo films limited	27AAACC1152C1ZD	cosmo films limited	BRDC01402C
538	cotton world	29AABFC0495N1Z3	cotton world	BLRC01143C
539	cpl electricals india private limited	27AABCT3430F1ZO	cpl electricals india private limited	MUMT07284E
540	creative land and properties private limited	03AACCC1781D1Z8	creative land and properties private limited	JLDC02249C
541	creative offset printers pvt ltd	09AABCC8797N1ZQ	creative offset printers pvt ltd	DELC05588C
542	creative polypack limited	18AABCC2201R1ZO	creative polypack limited	CALC00324C
543	creative stylo packs private limited	02AAECC4784G1ZT	creative stylo packs private limited	MUMC18932E
544	crescent engineering	27AAAFC4887H1Z9	crescent engineering	MUMC01887E
545	crew business systems	27AACFC1503A1ZE	crew business systems	MUMC13506D
546	c r garment exports llp	33AAMFC2398D1ZI	cr garment exports llp	CMBC06170D
547	cr garment exports llp	33AAMFC2398D1ZI	cr garment exports llp	CMBC06170D
548	crius life sciences private limited	02AAGCC3459E1Z1	crius life sciences private limited	PTLC12970G
549	cromlux engineers private limited	24AAACC2756J1ZS	cromlux engineers private limited	MUMC17703A
550	cross marketing	19AABFC8664R1ZL	cross marketing	CALC02596G
551	crown closures pvt ltd	27AAACC1488R1Z3	crown closures pvt ltd	NSKC00645B
552	c s wires pvt ltd	36AAACC9907B1ZX	c s wires pvt ltd	HYDC00081E
553	cuarzo	08AAHFC3351P1Z4	cuarzo	JDHC03228B
554	cubit life sciences llp	24AANFC6646D1ZH	cubit lifesciences llp	AHMC05951B
555	cubit lifesciences llp	24AANFC6646D1ZH	cubit lifesciences llp	AHMC05951B
556	cuir inde	06AADFC5791K1Z6	cuir inde	DELC05860B
557	cultgear private limited	06AAHCB5151H1ZU	cultgear private limited	BLRB15570C
558	cultgear private limited	33AAHCB5151H1ZX	cultgear private limited	BLRB15570C
559	cummins india limited	27AAACC7258B2ZV	cummins india limited	PNEC00013G
560	cure sure pharma	18AALFC7058D1ZC	cure sure pharma	DELC16416B
561	curetech skincare	02AAFFC6027J1ZR	curetech skin care	PTLC11763D
562	curetech skin care	02AAFFC6027J1ZR	curetech skin care	PTLC11763D
563	dabur india ltd	01AAACD0474C1ZJ	dabur india ltd	DELD01285E
